,address,bathrooms,bedrooms,description,latitude,longitude,sqft,title,price per room
952,2535 Ellsworth St.,2,2,"
2535 Ellsworth Street - 4 | Berkeley, CA 94704
Available: Immediately
Lipnosky Real Estate LLC |
",37.863668,-122.263264,700,FOR IMMEDIATE OCCUPANCY Unique floorplan close to U.C. Berkeley,1300
953,2623 Parker St,0,0,0,37.8636692,-122.2552159,0,0,2900
954,2313 9th St,0,0,0,37.86368,-122.29242,0,0,1827
955,1947 Dwight Way,0,0,0,37.8636804,-122.2702235,0,0,1875
956,2529 Dana St,0,0,0,37.8636844,-122.260273,0,0,1650
957,1909 Dwight Way,0,0,0,37.863687,-122.271612,0,0,2400
958,1921 Dwight Way,0,0,0,37.863694,-122.271309,0,0,1370
959,1937 Dwight Way,0,0,0,37.8637001,-122.2703322,0,0,1875
960,2215 Blake St,0,0,0,37.863702,-122.2644,0,0,2263
961,1919 Dwight Way,0,0,0,37.863707,-122.271453,0,0,2002
962,1931 Dwight Way,0,0,0,37.863708,-122.270966,0,0,1543
963,2541 Regent St,0,0,0,37.863717,-122.25728,0,0,2239
964,2433 Grant St,0,0,0,37.863745,-122.27412,0,0,1636
965,2030 Dwight Way,0,2,"
Large two bedroom one bath available to move in Now remodeled unit. walk to UC Campus. Shops and transportation. Large entrance with closet. large living room, attached kitchen with granite counter, stove , refrigrator, microwave. walk in closet. large bedrooms with closets. nice bathroom with tub, toilet, vanity sink. coin laundry and garage parking available next door bldg. we will provide Access keys for that bldg. 
for showing text me at
or email me
Come to our office at 2278 Shattuck Ave monday to friday between 8:30 am to 4:30 p.m. Saturday 11am to 3 pm to pick up keys.
",37.863748,-122.269484,0,Large two bedroom one bath walk to UC available Now!!!!!!!!!!,1297
966,2555 Benvenue Ave,0,0,0,37.863766,-122.254708,0,0,2563
967,2414 sacramento,0,1,"
Nearest cross street Sacramento & Dwight.
A few great restaurants around, near both Berkeley Bowls, near UC Berkeley.
North Berkeley Bart walking distance, Ashby easy too. Bus lines. 
Small, 4 apt complex on residential (but busy traffic) street. 
1 parking space.
Basic, but recently updated.
I am posting for my landlord, as I am getting out of my lease. 
No need to tell me about yourself, however landlord requires appropriate income, etc, so please address that.
AVAILABLE APRIL 15, 2016 
",37.863769,-122.281637,0,"1 bedroom, light colored click flooring, Available 4/15",1625
968,2414 California St,0,0,0,37.863781,-122.279468,0,0,2000
969,2405 Sacramento St,0,0,0,37.863787,-122.280889,0,0,1878
970,2537 Regent St,0,0,0,37.8638158,-122.2575968,0,0,2008
971,2426 Grant St,0,0,0,37.863816,-122.274822,0,0,1066
972,Blake at Ellsworth,0,1,"
Virtual Tour: https://www.youtube.com/watch?v=O4wPtlniYNs
Contact info:
Unique Loft Style 1 Bedroom: New Remodel
2240 Blake St, Berkeley, CA
$2,495/mo base rent
KEY FEATURES
Bedrooms: 1 Bed
Bathrooms: 1 Bath
Parking: Garage (See Details Below)
Lease Duration: 13 Months 
Deposit: $4,990
Pets Policy: Pets Under 80 lbs Welcome (See Details Below)
Laundry: Shared, Coin Operated
Floor: 3rd
Property Type: Apartment
DESCRIPTION
This beautifully remodeled one bedroom has hardwood floors throughout the apartment. The kitchen is completely remodeled with modern cabinets & granite counter-tops. This unique loft-style layout is a must see! 
RENTAL FEATURES
Living room
Private Patio
Range / Oven
Refrigerator
Dishwasher
Microwave
Cable-ready
Intercom system
Hardwood floor
Tile floor
Granite countertop
BUILDING FEATURES
Seismically Retrofit
Elevator
Controlled access
On-street parking
Garage -- Attached
LEASE TERMS
Pet: $75 added to the base month per pet
Water and garbage are flat fees paid in addition to the base rent.
Attached garage parking is available for an additional $75/month.
Smoking is not permitted on the premises.
Contact info: 
Professionally Managed by: 
Kasa Operations LLC
",37.863826,-122.26328,0,Beautiful Loft-Style One Bedroom AVL April 1: B312,2495
973,2334 Browning St,0,0,0,37.863831,-122.287654,0,0,1975
974,2235 Blake St,0,0,0,37.863835,-122.263378,0,0,2900
975,2601 Etna St,0,0,0,37.8638485,-122.2523326,0,0,1654
976,2450 Milvia St,0,0,0,37.863869,-122.270211,0,0,1875
977,2550 College Ave,0,0,0,37.863874,-122.254106,0,0,1649
978,2128 Dwight Way,0,0,0,37.8638916,-122.2663883,0,0,611
979,2425 Grant St,0,0,0,37.863901,-122.274138,0,0,2185
980,0 0,1,1,"
Clean 1 Bedroom / 1 bath with hardwood floors in an 8 unit building. Newer kitchen and bath. Unit is on second floor facing MLK. One parking space and water & garbage included. Washer and dryer on premises. Walking distance to UC Campus, BART, YMCA, Library, post office and shops.
Address is 2430 MLK Jr. Way, #7 
Open house on Saturday, March 19th at 11:30am.
Please contact Pauline at
or
for more information. 
Have a nice day! 
",37.863911,-122.272253,500,1 br with parking near Downtown Berkeley bart,1800
981,2325 Blake St,0,0,0,37.8639221,-122.2616135,0,0,1556
982,2126 Dwight Way,0,0,0,37.863927,-122.2664969,0,0,611
983,2532 Regent St,0,0,0,37.863929,-122.257951,0,0,1320
984,2422 Grant St,0,0,0,37.863957,-122.274837,0,0,2581
985,2540 Benvenue Ave,0,0,0,37.863969,-122.255444,0,0,1738
986,2545 Benvenue Ave,0,0,0,37.863973,-122.25467,0,0,1387
987,2309 Blake St,0,0,0,37.863974,-122.262339,0,0,1514
988,2418 Roosevelt Ave,0,0,0,37.863981,-122.275977,0,0,1200
989,2511 Fulton St,0,0,0,37.8639937,-122.265015,0,0,2719
990,2535 Regent St,0,0,0,37.864002,-122.257308,0,0,1787
991,0 0,0,1,"
Newly renovated Central Berkeley 1 bedroom unit in a 6 unit building close to UC Berkeley, Bart, Shopping, Public Library and Downtown Berkeley with 87 Walk Store. Available Now. 1-year lease.Renovated bathroom, kitchen and wood floors.Bathroom has tub and shower.Shared laundry room in the building.Garage included in the rent.To view please email via Craigslist.Apply at https://home.cozy.co/apply/49198Owner pays for trash and sewer. Tenant pays for electricity and gas. Includes garage parking for 1 car.
",37.864012,-122.273369,0,Newly Renovated Central Berkley 1 Br Apartment,2200
992,2317 Blake St,0,0,0,37.864015,-122.262015,0,0,863
993,2321 Blake St,0,0,0,37.864035,-122.261878,0,0,1843
994,2208 Dwight Way,0,0,0,37.864039,-122.264675,0,0,1707
995,2740 PARKER STREET,2,5,"
***...âœ¿âœ¿âœ¿...2740 PARKER STREET, 2nd block up from College Ave...look for address...2740 on fence, This
house just a few blocks from campus is in back yard of 2738 Parker Street...in Berkeley's calm 
upper middle income Family Neighborhood ...The Elmwood.
*************************************************************************************************************************************
***...âœ¿âœ¿âœ¿...QUALIFICATIONS NEEDED...FOR THIS ALL NEW AND REMODELED HOUSE that is perhaps the BEST MAINTAINED AND MODERN STYLISH PRIVATE HOUSE available to rent in the most respected and calm neighborhood, ""The Elmwood"". Owner is looking for ""Experienced Tenants"" including Only Excellent Housekeepers, 5 to 7 maximum with very low key lifestyle for this beautiful home. âœ¿...Call : and tell me about your group... ALL PEOPLE IN YOUR GROUP NEED TENANT REFERENCES & BE EXCELLENT HOUSEKEEPERS ...need to be neat organized TYPES, absolutely excellent housekeepers, committed to needing a calm studious academic lifestyle and total non smokers committed to having no party's.
*************************************************************************************************************************************
***â˜_ â˜_ â˜_ ...CALL ROBERT ...............*4.1.5 ...3.4.5... 9.7.4.7...Tell me about the proven maturity of your tenant group ...where every person is expected to be a excellent housekeeper, has proven past tenant references and is committed to live a low key no party lifestyle. The available house is in a strong family neighborhood with a history of very calm and quiet neighbors. For more than 30 years this house...now recently fully remodeled is stylish and spirited ...and has a stimulating designer interior that many people would say is the finest South Side House available for student rental.
***...âœ¿...We have a secluded away from the street location...you walk every day down a quiet garden path to this tucked away location just 6 to 8 minutes away from campus. The house is a private home that will be rented to the best qualified group who maintain quiet very clean and structured life style.
***...âœ¿...There can be no party's to disturb neighbors...in return this is a home allowing tenants a high quality lifestyle in BERKELEY's VERY BEST CLOSE TO CAMPUS NEIGHBORHOOD.
***...âœ¿...If your group can really keep a clean house, care for the small garden & agree to no smoking. no under age drinking & no party's resulting in neighbors complaints about noise ...then, you have a very good chance to be chosen as the tenant.
***...âœ¿...5 Brms. / 2 Full Baths...in a private setting with its own sunny & personal garden.
***This home was once the teaching studio of a famous Berkeley dance teacher who taught ballet to young students...thus, this is a spacious lovely home with a great Karma from this wonderful lady, Madam Nijinska who graced this house for many years.
***...âœ¿...This stylish & beautiful House has been rented for 30 plus years to CAL students & offers comfortable living in Berkeley's calmest close to campus neighborhood ...the Elmwood ...which is a residential family neighborhood with approximately 1/2 students & 1/2 regular citizens. This area is the best maintained & quiet close area to campus.
***...âœ¿...Students and parents generally acknowledge that the location of this student house is in BERKELEY'S BEST NEIGHBORHOOD...close to school with a 6 minute or so walk to UCB or to the College ave Shops...yet away from the Telegraph Ave noise and crowds.
***...âœ¿...Come see for your self why three decades of students have found this BOUTIQUE and WELL MAINTAINED HOME to be CALM & COMFORTABLE as WELL as CHARMING with its simple ELEGANCE. Neighbors are respected and quiet rules are enforced.
***...âœ¿.....House traditionally holds 5 to 7 students.
***...âœ¿.....The Student tenants elect a HOUSE MANAGER to handle communication with the owner...and in addition they formulate their own Inner House Rules for keeping common areas clean and managed for quiet.
",37.864063,-122.252083,2100,â™¥ QUALITY HOUSE CLOSE TO UCB*WANT EXPERIENCED TENANTS & REFERANCES,1650
996,2327 Blake St,0,0,0,37.864064,-122.261654,0,0,1556
997,2421 Grant St,0,0,0,37.864073,-122.274153,0,0,1320
998,1914 Haste St,0,0,0,37.864078,-122.271491,0,0,1543
999,2540 College Ave,0,0,0,37.86408,-122.254124,0,0,1664
1000,2427 McKinley Ave,0,0,0,37.864082,-122.273017,0,0,1658
1001,2122 Dwight Way - 5,1,1,"
Completely remodeled studio apartment with gorgeous floors, granite countertops, stainless steel appliances, etc.
Great new cafe below in building with outdoor patio seating - 4+ stars on Yelp with free wi-fi http://www.yelp.com/biz/lindgrens-coffee-and-cafe-berkeley
Amenities:
Views of the hills, SF and the bay!!
NEW ON-Site Laundry
Large closet
BBQ area in backyard
Very quiet building which includes grad students, young professionals, and visiting professors
Weather proof windows
A few blocks from UC campus
Very Close to Berkeley Bowl 
AVAILABLE JUNE 1ST - Check out our website below for photos and applications. 
https://ndgre.managebuilding.com/Resident/PublicPages/Home.aspx?ReturnUrl=%2fResident%2fdefault.aspx
",37.864093,-122.267253,350,Multi-Family in Berkeley,1600
1002,2204 Dwight Way,0,0,0,37.8640959,-122.2649447,0,0,3400
1003,2331 Blake St,0,0,0,37.8641,-122.261376,0,0,1594
1004,1916 Haste St,0,0,0,37.864101,-122.271298,0,0,1400
1005,2422 McKinley Ave,0,0,0,37.864102,-122.273709,0,0,1516
1006,2534 Benvenue Ave,0,0,0,37.864104,-122.255453,0,0,2247
1007,2200 Dwight Way,0,0,0,37.8641059,-122.265079,0,0,2719
1008,2222 Dwight Way,0,0,0,37.864113,-122.264134,0,0,1107
1009,925 Bancroft Way,0,0,0,37.864115,-122.294295,0,0,2350
1010,2409 Jefferson Ave,0,0,0,37.864116,-122.2778853,0,0,1523
1011,1920 Haste St,0,0,0,37.864125,-122.271117,0,0,1912
1012,2740 PARKER STREET,0,5,"
âœ¿âœ¿âœ¿...SEE BERKELEY'S ...ABSOLUTE BEST CLOSE TO CAMPUS STUDENT HOME... RENTED FOR DECADES TO CAL STUDENTS...NOW, FULLY REMODELED ...with a MODERN INTERIOR...LOCATED on the South Side in the respected and CALM...""ELMWOOD NEIGHBORHOOD.
***âœ¿...One block above College Av. & Two blocks below the big green lawn of the Clark Kerr Dorms . 
************************************************************************************************************************************
***âœ¿... Address is 2740 PARKER STREET, BERKELEY,CA. A 6 minute walk to Campus...along College and stop at the great Strada Coffee House at College and Bancroft...
***âœ¿...This Secluded, Quiet...Beautiful Garden House is set way back from the street..and is very private.
***âœ¿...Sleeps 5 to 7 people max. allowed in this 5 Bedroom & 2 full Bathroom Family House 
Sq Footage Approx: 2,100 on two floors. 
Pet Policy: No pets. 
************************************************************************************************************************************
***âœ¿âœ¿âœ¿... ADVISABLE: BRING A SHORT BIO TALKING ABOUT each person , YOUR INTERESTS & ACCOMPLISHMENTS ...CAL Honors, Club or Sports Affiliations...WITH PHOTO OF EACH MEMBER OF GROUP
( ENABLES OWNER TO REMEMBER YOU IN YOUR GROUP ).
***************************************************************************************************************************************
***âœ¿âœ¿âœ¿...REQUIREMENTS TO LEASE: THE GROUP SELECTED AS RENTERS NEEDS EACH PERSON TO BE AN EXCELLENT HOUSEKEEPER.
***âœ¿âœ¿âœ¿...PLEASE...NO one in your group should be one of the sloppy people who do not keep a clean & neat room. This house needs EXPERIENCED AND ORGANIZED HOUSEKEEPERS...Any group with people who are not able to put sufficient time into keeping this beautiful house and garden very prideful... SHOULD NOT even apply as this is a newly remodeled & higher quality home with wonderful new features. 
***âœ¿âœ¿âœ¿...NEED HOUSING REFERENCES ...from having lived in other property in a clean manner.
***âœ¿.............................HOUSE ATTRIBUTES
****************************************************************************************************************************************
*...LOCATION is Berkeley's BEST CALM & RESPECTED neighborhood..""The Elmwood""
just one block up from College Ave...and two blocks below Clark Kerr Dorms big grass circle.
***************************************************************************************************************************************
*...Recently Fully Remodeled& Very Modern to be the BEST South Side Berkeley Student House.
*...ALL NEW INTERIOR...in fact everything is brand new ...appliances, bathrooms, cabinets etc.
*...5 Second Floor Skylights, New energy efficient Furnaces, Total new Energy Saving Lighting.
*...All new double pane Windows...with screens
*...New Modern LED Dual wall Lights in every room...+ Track Lighted living room
*...Two all new Classy Bathrooms...each with double sinks...so nice they could be in a magazine
*...Secluded & Quiet rear garden home with private yard for bar-b-ques
*...Spacious modern all kitchen...2 refrigerators, New Stove, Dishwasher
*...Front loading Washer & Dryer
*...Bright Modern Interior Design
*...Cheerful Modern Bedrooms...many windows
****************************************************************************************************************************** 
***âœ¿...WALK COLLEGE AVE TO CLASS...just a 6 to 8 minute walk from start of campus at BANCROFT WAY and COLLEGE AVE...where you can stop at the always fun STRADA outdoor coffee house. 
***âœ¿...INSPIRING HOUSE once the former Home and Ballet studio of Madam Nijinski, Berkeley's famous dance teacher and sister of world renowned Russian star of the same name.
***************************************************************************************************************************************
***â˜_â˜_â˜_...TO SEE: CALL ROBERT...* 4.1.5 ...3.4.5 ...9.7.4.7... for an appointment ... PLEASE CALL AND ASK questions only...If youR entire group are GREAT HOUSEKEEPERS, have references, are quiet, total committed non smokers...and absolutely will have NO PART'YS
***************************************************************************************************************************************
***This secluded garden home at 2740 Parker Street is just a short pleasant walk to campus going through Berkeley's charming upper middle class ELMWOOD neighborhood along COLLEGE AVE. Please note that this 1/2 student & 1/2 regular citizen neighborhood has a reputation of a quiet, calm and a family atmosphere and is less dense than other areas...even though we are minutes from campus.
*********************************************************************************************************************************
NOTE: Owner is looking for cohesive tenant group who can agree to not have smoking, loud music and alcohol served at noisy party's. You must commit your self to a calm study oriented lifestyle to be considered. Neighbors want respectful behavior.
***IMPORTANT: MEMBERS OF GROUP WANTING TO RENT THIS HOUSE NEED TO HAVE FIRST MONTH RENT SHARE & SECURITY DEPOSIT FUNDS AVAILABLE BY CHECK,CASH OR CASHIERS CHECK WITHIN 24 HOURS.
*******************************************************************************************************************************
***âœ¿...The private brown shingle house has been rented for 38 years to CAL STUDENTS...who have said this was their most fun residence at UC. Typically the 5 bedrooms are shared with between 5 to 7 students leasing the quiet home.
***âœ¿...From the wood fence and gate at 2740 Parker ( betw. upper College Ave. & Piedmont Ave.) walk down the gravel garden path to the sunny rear yard and the English Country Garden Home. Here you can bar-b-que, sun and study in your private yard. 
***The very large main floor living room with redwood panel walls, wood floors and many windows that open to the garden ...This space was once the Ballet Teaching Studio of one of Berkeley's most famous residents...Madame Najinska. The room has high ceilings and a warm almost country feeling. 
- 
COMMUNITY FEATURES 
******************************************************************************************************************************************
LEASE TERMS ***Term: June 1, 2016 to May 31, 2017
***Rent $8,250 per month.
***Security Deposit $1,250. per person or $8,000.minimum.
***Non Smoking requirement both inside house & in yard. 
***Tenants maintenance of home & yard required 
***Street parking only by permit for residents allowed
***Tenants pay all utilities...possibly adding $50.+ per month for each student. 
",37.864131,-122.252147,0,âù_ BEST UC HOUSE*5 Brm+2Ba* Soside HOUSE Nr COLLEGE AV*6 MIN to CAMPUS,1650
1013,2423 Blake Street,0,4,"
 http://www.premiumpd.com/details_n1.php?unit_id=646&index=0&type=rent http://www.premiumpd.com/listings.php?type=rent http://www.premiumpd.com/hotlist.php?openhouse=1http://www.premiumpd.com/login.php
 http://www.premiumpd.com/details_n1.php?unit_id=646&index=0&type=rent http://www.premiumpd.com/listings.php?type=rent http://www.premiumpd.com/hotlist.php?openhouse=1http://www.premiumpd.com/login.php
",37.864141,-122.260107,0,6/1 Stunning 4BED 2BATH in well Sought after Blake Blding Open Sun!!,1248
1014,2531 Regent St,0,0,0,37.864145,-122.257326,0,0,1167
1015,2228 Dwight Way,0,0,0,37.864147,-122.263878,0,0,2007
1016,1924 Haste St,0,0,0,37.864148,-122.270946,0,0,1887
1017,2740 PARKER STREET,2,5,"
âœ¿.âœ¿.âœ¿...BEST HIGHER QUALITY CLOSE TO CAMPUS STUDENT HOUSE RENTED TO CAL STUDENTS FOR 38 YEARS...NOW ALL up DATED & MODERNIZED...A QUIET GEM OF A HOUSE IN A SECLUDED away from the street LOCATION...
*************************************************************************************************************************************
**..BEST SOUTH SIDE of BERKELEY CLOSE TO CAMPUS HOUSE.â˜_.4.1.5...3.4.5...9.7.4.7...**
**************************************************************************************************************************************
âœ¿...2740 PARKER STREET, ...Middle of 2nd block up from College Ave...look for address...2740 on fence ...A few blocks from Sorority Row ( This 7 Rm. House is in back of 2738 Parker Street ).
âœ¿.âœ¿.âœ¿...To be considered...you must be an Experienced Tenant...Every person in your group must be only an Excellent Housekeeper and be Quiet, Conscientious, Low Key, Academic Oriented Person. Required: Total non smoker ...and no pets ...or party's.
*************************************************************************************************************************************
âœ¿...FOR INFORMATION CALL ROBERT...â˜_.â˜_.â˜_..4.1.5....3.4.5...9.7.4.7...Talk to me...or...Leave a message to be called back if your group is a quiet & experienced as tenants to keep a beautiful house looking cared for...mention you saw the add, and tell briefly about your group.
*************************************************************************************************************************************
âœ¿âœ¿âœ¿...LOCATION: .....2740 PARKER STREET ...About a block up from COLLEGE AVENUE...and two blocks down from the BIG GREEN GRASS main entry to CLARK KERR DORMS.
1...SEVEN (7 ROOM SUNNY & QUIET HOUSE ON TWO FLOORS...Private Yard, Track lights, wall sconce lighting...Everything is new and high quality.
2...FIVE (5 BEAUTIFUL BRMS...Often used as 2 Doubles and 3 Singles ( 7 people Maximum).
3...TWO (2 BIG all NEW BATHROOMS...Each with Double Sinks...FIVE 2nd Fl Skylights.
4...LARGE ALL NEW KITCHEN...2 Refrigerators, Dishwasher, and Stove.
5...BEST HIGHER QUALITY & MODERN HOUSE ON BERKELEY'SOUTH SIDE.
6...SECLUDED LOCATION ...100 ft. away from Parker Street...with Private Yard
âœ¿...Call for a phone interview & to tell me about your group...Tenants all need to be neat organized and Only Excellent Housekeepers, Experienced Tenants ( References & proof Needed ), total Non Smokers committed to having NO loud Party's.
***********************************************************************************************************************************
***âœ¿...ATTENTION ...âœ¿âœ¿âœ¿...SERIOUS ACADEMIC ORIENTED STUDENTS...WHO ARE EXPERIENCED TENANTS AND EXCELLENT HOUSEKEEPERS...If your group can consistently really keep a clean house, maintain our beautiful kitchen, bathrooms and bedrooms and care for the small garden & agree to no smoking of any kind. No underage drinking & absolutely NO PARTY'S resulting in neighbors complaints about noise you have a very good chance to be chosen as the tenant.
***âœ¿âœ¿âœ¿...REQUIRED of TENANT GROUP:
1 ...All tenants...meaning every person must be a EXCELLENT HOUSEKEEPER, neat and organized to keep this great house looking its best at all time. If anyone in your group is sloppy and throws things on the floor in their rooms...do not bring them into your group to see this house.
2...You will be asked to prove with photos that your group members are neat organized people.
3...Neighbors want their peace and quiet in this family neighborhood to be unchanged by NOISE AN BAD BEHAVIOR.
4...Absolutely NO PARTY'S ...IN THIS HOUSE THAT CREATE NOISE...JUST THE SAME AS IN YOUR PARENTS BLOCK BACK HOME.
5...If you cannot convince the owner that your group is quiet, clean and Excellent at cleaning...you will not be chosen.
***************************************************************************************************************************************
***âœ¿...SECLUDED COUNTRY GARDEN HOME
***âœ¿...5 Brms. / 2 Full Baths...in a private setting with its own sunny & personal garden.
***This home was once the teaching studio of a famous Berkeley dance teacher who taught ballet to young students...thus, a large living room is here today from this lady, Madam Nijinska.
***âœ¿.....This stylish & beautiful House has been rented for 30 plus years to CAL students & offers comfortable living in Berkeley's calmest close to campus neighborhood ...the Elmwood ...which is a middle class family area 1/2 students & 1/2 citizens.
***âœ¿.....This is the BEST MAINTAINED, STYLISH & QUIET CLOSE TO CAMPUS HOUSE.
***âœ¿.....Students and parents generally acknowledge that the location of this student house is in BERKELEY'S BEST NEIGHBORHOOD, ""The Elmwood""...close to school with a 6 to 8 minute walk to CAMPUS & the College ave Shops...yet away from the Telegraph Ave noise and crowds.
***âœ¿.....Come see for your self....why three decades of students have found this BOUTIQUE and WELL MAINTAINED HOME to be CALM & COMFORTABLE as WELL as CHARMING with its UPDATED AND VERY MODERN ELEGANCE. Neighbors must be respected and quiet rules are enforced.
***âœ¿.....House traditionally holds 5 to 7 students.
***âœ¿.....The chosen student tenants elect a HOUSE MANAGER to handle communication with the owner...and in addition they formulate their own Inner House Rules for keeping common areas clean and managed with a schedule for a quiet lifestyle.
",37.864165,-122.252985,2100,â™¥ BEST QUALITY S. SIDE CLOSE to CAMPUS STUDENT HOUSE âœ¿ 5 BRMS d,1650
1018,1930 Haste St,0,0,0,37.86417,-122.270771,0,0,1800
1019,0 0,0,1,"
Room available for rent from March 1st to May 31st. Close to campus. Looking for a roommate to rent out a converted bedroom. My roommate is staying in another room. 
$1000 security deposit plus first month's rent upon move in. 
Utilities and internet included.
If interested, email
",37.864173,-122.256417,0,Spring Sublet,850
1020,2530 Hillegass Ave,0,0,0,37.864178,-122.256771,0,0,2022
1021,2341 Acton St,0,0,0,37.864187,-122.283024,0,0,2150
1022,2230 Dwight Way,0,0,0,37.864191,-122.263534,0,0,2435
1023,1932 Haste St,0,0,0,37.864194,-122.270597,0,0,1658
1024,2515 Dana St,0,0,0,37.8641953,-122.2604138,0,0,1577
1025,2226 7th St,0,0,0,37.864197,-122.29566,0,0,1979
1026,2507 Ellsworth St,0,0,0,37.8642123,-122.2627422,0,0,1700
1027,2803 Parker St,0,0,0,37.8642161,-122.2511147,0,0,2208
1028,2727 Parker St,0,0,0,37.864224,-122.252243,0,0,1967
1029,2534 Piedmont Avenue,0,2,"
RENOVATED HOUSE -- Not An Apartment - Quiet for study. No sharing with others. 
COMFORTABLE For 3 to 4 people: $675 for 4-people. $900/person for 3-People.
BEST STUDY ENVIORMENT - A house behind Front Building. Or @ Clark Kerr.
SAFEST WALKING -- People walking in between Clark Kerr & UC #2 Residents. 
REMODELED -- Recently remodeled 2-bedroom & 1-bath house.
EASY TRANSPORTATION -- 2-Blocks to AC Bus Stop, Bus to All East Bay Cities.
OTHERS - One year lease: starting on June 1, 2016; No pets; No smoking;
NO PARENT'S INVOLVEMENT - Cosign with each other of your own group. 
PARKING AVAILABLE - $40 / Month in between Front & Back Building.
SAFEST WALKING -- Residents & Visitors go between campuses by foot instead of car
FREE BUS RIDE -- 3-Blocks to AC Bus Stop. Students are FREE to All East Bay Cities.
OPEN HOUSES: Sunday, February 28, 2016:
#1. From 3:00 PM to 3:30 PM @ 2534 Piedmont Avenue. In Front of Clark Kerr.
$5,550 / month. It is equivalent of $925/person for 6 people. 3-Bedrooms; 2-Bathroom.
#2. From 3:45 PM to 4:00 PM @ 2534 Piedmont Avenue. In Front of Clark kerr.
$2,700 / month; It is equivalent of $900/person for 3 People. 2-Bedroom; 1-Bathroom. It is A House.
#3. From 4:30 PM to 5:00 PM @ 2730 College Avenue. 3-Blocks from Clark Ker. 
$6,350 / month; It is equivalent of $793/Person for 8 People. 4-BR. 2&1/2 Baths.
CONTACT: FOR FREE APPLICATION:
; OR
",37.864233,-122.251697,0,50-Feet to Clark Kerr; 2-Blocks to Resident Hall #2; 4 to UC Campus,1350
1030,0 0,0,1,"
Open house TODAY! Saturday, March 5 from 5-6 pm. We are located at 2220 Dwight Way between Ellsworth and Fulton.
This is a one bedroom apartment in a nice, quiet building on the south side of the UC Berkeley campus. We are an easy 10 minute walk to campus and the Downtown Berkeley BART station, as well as to great shopping and dining on both Shattuck and Telegraph Avenue. The famous Berkeley Bowl grocery store is also a simple stroll away. Email us at the address above with questions or to get an application form emailed to you in advance.
Unit-type: One bedroom, one bathroom 
Utilities included: Water and garbage 
Kitchen: Granite counter tops, stainless steel sink 
Stove/Oven: Electric 
Dining area; Yes, adjacent to kitchen 
Heating: Central Gas 
Closets: One in bedroom, with sliding doors, one off the living room
Flooring: Tile in kitchen & bathroom; wall-to-wall carpet in bedrooms and living room 
Window covering: Mini blinds
Balcony: access through living room
Pets: No 
Smoking: No
Laundry: Yes, on-site, coin-operated
Elevator: Yes 
Parking: Yes, gated garage spaces available, with an additional fee 
Rent: $1990/month
Security Deposit: $1990, required in full at lease signing
Feel free to email us before the showing if you have any questions, or would like an application via email. 
Thanks for your interest, and have a great day! We look forward to seeing you at the open house.
",37.86425,-122.264593,0,"Open House, TODAY, 5-6pm, Great South Side Location!",1990
1031,2537 Benvenue Ave,0,0,0,37.864251,-122.254626,0,0,1740
1032,2220 Dwight,0,1,"
Building is located on Dwight Way between Ellsworth and Fulton, short walk to UC, BART, Berkeley Bowl, Telegraph, and more. 
Here's a little about the unit: 
One bedroom, one bathroom unit, close to UC Berkeley. Electric stove/oven, granite countertops, refrigerator. Carpet in living room and bedroom.
Landlord covers water and garbage. 
On-site elevator, coin-op laundry, and gated parking (for an extra fee). 
This is a no pets, non-smoking building. 
Required at move-in: Security Deposit and 1st Month's Rent
Rent: $1990/month
Security Deposit: $1990
Lease Term: available early March with lease term negotiable, and option to extend afterwards.
Showing by appointment only. Email above with your availabilities.
",37.864267,-122.26485,0,"Great south side location, walk to UCB, BART",1990
1033,2224 Dwight Way,0,0,0,37.8642717,-122.2641594,0,0,1107
1034,2525 Regent St,0,0,0,37.864288,-122.257339,0,0,1494
1035,2535 College Ave,0,0,0,37.8642977,-122.2535894,0,0,2345
1036,2417 Blake St,0,0,0,37.864309,-122.259728,0,0,2431
1037,2226 Dwight Way,0,0,0,37.8643186,-122.264003,0,0,2007
1038,Dwight at Fulton,0,4,"
This is a 4 bedroom/2 bath flat that was renovated very recently and it is within a very short walking distance from the south side of the UC campus. It has a very high ceiling with storage lofts in all bedrooms, a modern kitchen with dishwasher and garbage disposal. In addition, it has a central heating system, instant hot water heater system, washer/dryer, and parking. This place will be available by August 1, 2016.
",37.864326,-122.26578,0,Loft Style 4+ BR - Walk to UC - South Side,1300
1039,2536 Piedmont Ave,0,0,0,37.864333,-122.251734,0,0,1725
